tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
588663,259137,True,Sun Dec 03 15:56:03 +0000 2017,@AmazonHelp @115821  thanks for the insult https://t.co/pImOhVzIgB,588662,
1437375,453672,True,Thu Nov 02 14:07:11 +0000 2017,@115850 I have 1st generation @115833 device. When will I get update for it so that I can use it in India. Will I get it ever? ☹️,1437373,
431072,166676,True,Tue Oct 10 14:41:22 +0000 2017,.@115821 I'm showing you guys received a return but just got an email saying it wasn't returned??,431070,
881036,329199,True,Fri Oct 13 16:16:19 +0000 2017,"@115850 @115851 Placed an order on 10th Oct with an assured delivery of 12th Oct. Got a msg that item delivered, though I have not recv",881034,
566688,252867,True,Sun Dec 03 00:56:03 +0000 2017,Second time this month Amazon orders to my house have been 'handed to resident' and 'delivered' but it hasn't been.,566687,
2940247,812621,True,Wed Nov 29 13:21:45 +0000 2017,"@758945 @115821 That's what I'm hoping. I would've thought that living ~10 miles from their new distribution center would decrease my shipping time, not increase.",2940244,2940248.0
2332788,675209,True,Fri Oct 20 04:42:46 +0000 2017,@AmazonHelp I have  to get the Item today itself.  I am leaving from home tommorrow. Else I hav to cancel my order.,2332790,2332787.0
288019,184641,True,Wed Oct 11 09:22:19 +0000 2017,"@AmazonHelp router is in bedroom echo is in living room  30ft away,and this is what my router says , Current Wireless Channel 6 (2.4 GHz), 36 (5 GHz)",288018,288020.0
2431149,232990,True,Tue Nov 14 21:03:54 +0000 2017,@AmazonHelp No. Just says it’s delayed. Not even a reason. I want my items.,2431151,2431148.0
1739871,525033,True,Tue Nov 07 16:59:53 +0000 2017,@AmazonHelp La version bêta n'est pas disponible alors qu'elle est pourtant sortie le vendredi 27 octobre https://t.co/hWHWC8vFpb,1739873,1739867.0
2626388,210455,True,Mon Oct 30 22:37:47 +0000 2017,@AmazonHelp “amazon basics” charger not working 20 days after purchase ??,2626387,
2633207,743487,True,Mon Oct 30 23:48:52 +0000 2017,@115821 delivery chose not to ring door bell and just lean this open ripped damaged box near the porch half in the mulch. https://t.co/ZqcvPnEgtY,2633205,
349767,199844,True,Sun Oct 08 11:10:17 +0000 2017,@115850 @115850  Facing delivery issue..CS says get it dlvrd at othr addrs.. and carry it.. than What IS YOUR DELIVERY SERVICE for?? 😂😂,352625,349765.0
349996,199272,True,Sun Oct 08 09:16:01 +0000 2017,Amazonギフト券不正請求された😠何がムカつくって自分で使えんのにカードの上限額まで買われたからカード使えん😠もうAmazon一生使わん死ね,349995,
352141,199746,True,Sun Oct 08 12:13:30 +0000 2017,"Gotta love it when @115830 completely lie about trying to deliver to your address. Been in all day, bell not rung once. Fuckin useless!!",352140,
1172193,395718,True,Tue Oct 24 19:30:30 +0000 2017,@119625 requesting Alien :covenent 😊,"1172192,1172194",
50767,127389,True,Wed Nov 01 17:42:49 +0000 2017,@115821 @120533 @AmazonHelp @127390 #TurtlesAllTheWayDown Et je ne pense pas être la seule...? Has this happened to someone else? https://t.co/cnkB2p99RQ,50765,
1587293,488265,True,Sun Nov 05 00:13:04 +0000 2017,@AmazonHelp No emails so far,1587294,1587292.0
2144426,630476,True,Wed Nov 08 23:51:45 +0000 2017,@115821 you have some major problems with your delivery service.  Repeated mistakes and lost packages.,2144424,
853938,322829,True,Fri Oct 13 13:43:20 +0000 2017,"@AmazonHelp I tried, got a call and automatic response was ""we're unable to find your order""",853940,853937.0
450746,221869,True,Thu Nov 30 21:45:18 +0000 2017,Hey @115821 why do you guys send a box 10x the normal size of the actual product. Like what the heck??,450745,
1601330,452868,True,Sun Nov 05 05:18:35 +0000 2017,@115850 आप भी इसमें दिए गए मोबाइल को आजीवन मिला कर देख सकते है सायद कभी पावर ऑन हो जाये तो हमे मेरा आर्डर भिजवा दें https://t.co/TYh3KyjAo9,1601328,1601333.0
20431,120466,True,Wed Nov 01 06:36:42 +0000 2017,@AmazonHelp When will Madam Secretary S4 will be available on Amazon Prime Video India?,20430,
991682,326607,True,Sat Oct 14 13:25:14 +0000 2017,"@AmazonHelp Nope, no emails.  Should I have received any?",991683,991681.0
430033,217267,True,Tue Oct 10 10:08:05 +0000 2017,"Through #AppTreasureHunt @115850  may trend on @123765 but by cheating, they are losing customers.",430031,
1150902,390830,True,Tue Oct 24 15:06:15 +0000 2017,"Please, where's my order? Delivery was at 8pm yrstdy, got a text at 7:47p informing me of undelivered package @AmazonHelp  @115821 #URGENT",1150901,
1129308,383095,True,Tue Oct 24 12:30:36 +0000 2017,@AmazonHelp D'accord donc c'est lui qui marque rapide pas vous. J'ai mon explication 😅,1129309,1129307.0
656107,276083,True,Wed Nov 22 22:45:47 +0000 2017,@AmazonHelp I will,656106,656108.0
2888331,800881,True,Tue Nov 28 13:00:46 +0000 2017,プライムはベビメタやでんぱ組などアイドルも多いのがとてもよいです。あと、天野月、イエモン、LUNA SEA、東京事変、BOOWYなどが聴けるのがありがたいです。,2888329,
1435711,453315,True,Thu Nov 02 14:04:15 +0000 2017,@115821 what do I do when your customer service chat folks snubs me? They stopped mid conversation.,1435709,
379904,206125,True,Mon Oct 09 07:53:06 +0000 2017,Day three with unprofessional @115821. Failure after failure,379903,
858731,323509,True,Fri Oct 13 14:27:23 +0000 2017,@AmazonHelp I’m in Belgium waiting for an undelivered package. They told me it was at the post office so I went to pick it up and it’s not there either😩,858733,858730.0
2420269,695254,True,Sun Oct 29 13:03:20 +0000 2017,@AmazonHelp 969988222 it's my ragister number pls cheak now,"2420266,2420278",2420279.0
1321658,428544,True,Fri Oct 27 09:27:10 +0000 2017,@118117 Hey @115821 already have both your services but the fact I can’t order is a problem,1321656,1321659.0
942702,343478,True,Sat Oct 21 16:06:23 +0000 2017,"Dites donc @120533, c'est quoi cette nouvelle politique PanierPlus chez Prime ? Je ne peux plus commander tout, tout de suite? https://t.co/Xs1UZKQ3hw",942700,
2840197,790376,True,Mon Nov 27 16:35:52 +0000 2017,"@AmazonHelp M'voyons... le grand enfant que je suis à déjà tout ouvert :P L'ouverture des cartons, c'est comme un 1er Noël avant l'heure :D",2840199,2840196.0
348161,198899,True,Sun Oct 08 06:20:15 +0000 2017,"Dear @115850 The dead mobile has been returned, delivered to you on 1st Oct, Assured refund multiple times, but no response actually.","348160,348162",
2815511,784933,True,Mon Nov 27 03:04:29 +0000 2017,"@AmazonHelp Hola, sí las había visto pero tardan casi un mes en llegar. ¿Ni una pista de cuándo saldrán las oficiales de Amazon?",2815513,2815510.0
2529627,720167,True,Wed Nov 08 07:15:24 +0000 2017,"Vraiment pas cool @AmazonHelp livraison garantie aujourd'hui, on paye pour le Premium, et là bim je me retrouve encore une semaine sans pouvoir bosser correctement👎:( https://t.co/wVtHRi17l9",2529626,
1271546,417683,True,Sat Nov 25 20:16:50 +0000 2017,@156928 @16385 @156929 why do i get an error? https://t.co/J3mF1mg4TR,1271545,1271547.0
2149494,631743,True,Thu Nov 09 00:58:03 +0000 2017,@AmazonHelp ありがとうございます。問い合わせさせていただきます。( ∩ˇωˇ∩),2149493,2149495.0
1276141,418721,True,Thu Oct 26 16:01:32 +0000 2017,"@AmazonHelp Bonjour :) comme à chaque commande de jeux vidéo en étant prime livraison 2 jours, toujours envoyé en retard...",1276143,1276140.0
1719119,350794,True,Tue Nov 07 08:05:59 +0000 2017,@AmazonHelp Yes but No reply,"1719120,1719121",1719118.0
332005,195056,True,Sat Oct 07 16:47:20 +0000 2017,@115850  When is the Next diwali sale coming?,332004,
438699,219241,True,Tue Oct 10 19:23:15 +0000 2017,@AmazonHelp They already charged my card last night,438701,438698.0
343118,772199,True,Tue Nov 21 04:06:16 +0000 2017,"@115851 @117634 Please Bezos, blue light filter on the Kindle Paper white! I love mine but I want to fall asleep easier while reading!",2759733,343113.0
440032,184653,True,Wed Oct 11 12:01:03 +0000 2017,"@AmazonHelp I hv been a long standing customer wid u al. __email__.Bt did incident has shaken my belief.","440033,440034,440035",440031.0
2336964,291901,True,Fri Oct 20 04:19:01 +0000 2017,"On the plus side, wanted to give @115821 a shout out for sending me live updates the whole way. Customer service always on fleek!",2336962,2336965.0
1137342,387909,True,Thu Oct 26 12:24:11 +0000 2017,@AmazonHelp Getting same response from you everywhere. 'Please allow us sometime' your standard response for each issue,1137343,1137340.0
379941,206130,True,Mon Oct 09 07:52:36 +0000 2017,@AmazonHelp well it's half day and I have to leave thats why I need to speak with the delivery guy,379942,379940.0
2522385,535487,True,Thu Nov 16 01:26:34 +0000 2017,@115821 how come I could get my Kindle delivered to Puerto Rico last year but all Echo products can't be sent here? They are all electronics. Can you help me out? Planning my Xmas Shopping!,2522384,
268130,179930,True,Tue Sep 26 14:53:56 +0000 2017,"@AmazonHelp That has happened before, but not in these 3 cases here",268128,268132.0
2392730,689016,True,Tue Nov 14 11:08:46 +0000 2017,@AmazonHelp I fully intend to 😉 do you know when they’ll be available?,2392732,2392729.0
1646291,503033,True,Mon Nov 06 00:55:49 +0000 2017,"２日に配送したとか通知来てた。。。
でもまだ届いてないんだけどアマゾンさんに問い合わせればいいのかな(´；ω；｀)",1646290,
1486961,465342,True,Fri Nov 03 04:23:49 +0000 2017,Amazonを名乗った迷惑メール最近来るんだが…Amazon側に報告した方がいいのかしら？,1486960,
350143,202402,True,Sun Oct 08 17:18:14 +0000 2017,"@115850 What's the best gift I can give to my wife on Diwali from the #AmazonGreatIndianFestival
#DiwaliKiTayyariWithPammiAunty","364693,364694",350140.0
550590,248261,True,Sat Dec 02 18:33:37 +0000 2017,"Eben @117093 ausprobiert. Lief alles wie am Schnürchen, meinen leeren Kasten Augustiner haben sie auch mit einem Lächeln im Gesicht entgegengenommen. 
Gerne wieder ✌🏽",550589,
1033033,364416,True,Sat Oct 14 18:20:15 +0000 2017,@116928 He cancelado el mimso dia que se me ha cobrado,1033032,1033034.0
2205289,641029,True,Thu Nov 09 22:47:05 +0000 2017,@AmazonHelp I­t­ says Monday for delivery.,2205288,2205290.0
436916,218760,True,Tue Oct 10 16:57:29 +0000 2017,Became a prime user yesterday and this is how amazon sends me my first product. An open toothpaste box. Extremely frustrated #AmazonIndia https://t.co/eRkFdYQ3kP,436915,
1494197,466958,True,Fri Nov 03 11:00:54 +0000 2017,"@AmazonHelp hi, just curious as to why I had to pay £22 in postage and packing &amp; the item was delivered to a newsagents &amp; not my house!!",1494195,
1004611,268872,True,Sat Nov 25 19:55:57 +0000 2017,"@AmazonHelp Also none of them are outside of locker size &amp; weight requirements, so all should be eligible?",1004612,1004607.0
1883355,562032,True,Wed Oct 18 10:43:56 +0000 2017,".@AmazonHelp on my orders it said an order was delivered Monday, it’s Wednesday and it’s still not here? What do I do?",1883353,
2632968,133252,True,Fri Nov 17 19:05:45 +0000 2017,"@AmazonHelp Non pas encore, comment dois-je procéder ?

Je suis en Prime en plus, c'est assez embêtant sachant que je pars de chez moi à partir de demain 12h",2632970,2632967.0
874833,327700,True,Fri Oct 20 19:55:17 +0000 2017,"Alô, @117804 , libera a capa de couro do Kindle paperwhite no site. Quero comprar há meses e não encontro. Maldade. Vai ficar todo ralado",874832,
968024,138194,True,Sun Oct 15 04:19:25 +0000 2017,"@AmazonHelp 9558817746
__email__

check my problem and do thing right","968026,968027",968023.0
2366268,121104,True,Mon Nov 13 22:51:27 +0000 2017,@AmazonHelp I am currently on holiday in New York does having a non USA prime account not work over here ?,2366267,2366269.0
2501897,713649,True,Wed Nov 15 20:05:30 +0000 2017,"@AmazonHelp Hello, any reason why the Kindle Store is not loading on my kindle paperwhite? I click the recommended for you link and I just get a completely blank screen. I’ve tried restarting...",2501896,
1384447,150460,True,Thu Oct 19 09:46:15 +0000 2017,"@192177 @AmazonHelp @442179 Damn it, my bad amazon. Thanks for help both of you!",1384446,1384448.0
2775897,775647,True,Tue Nov 21 15:23:24 +0000 2017,"@AmazonHelp Yes, 2 times now. The first time I was told that because I didn't know the email it was changed to they couldn't help. And the second time I was told that there was no security issues when there clearly were since I wasn't listing these items and the email was changed. https://t.co/aSFhtNOjVc",2775899,2775896.0
2512386,716027,True,Mon Oct 30 06:32:43 +0000 2017,"@AmazonHelp Non, j'ai le suivi via UPS, c'est juste que qd il passe de dépôt en dépôt en restant à chaque fois au moins 1 journée, ça explique leur QoS",2512388,2512385.0
1150869,390825,True,Thu Oct 26 16:21:54 +0000 2017,@AmazonHelp Yes I have seen the reply but asking for the resolution bcoz the same excuse I am hearing from last 2 days..,1150870,1150868.0
1219175,400678,True,Wed Oct 25 14:45:05 +0000 2017,Still mad @115821 😤,1219173,
2490529,287936,True,Wed Nov 15 17:48:35 +0000 2017,@AmazonHelp Thanks team..,2490531,2490528.0
1002622,357323,True,Sat Oct 14 12:43:46 +0000 2017,"@115850 
My tracking #511355783673 
Delivery man didn't handover the package to me. From where to collect?
Where and how to contact you","1002623,1002621",
130254,145378,True,Fri Nov 24 06:47:40 +0000 2017,@AmazonHelp But what was the problem?,130256,130253.0
1955330,580369,True,Wed Oct 18 17:33:12 +0000 2017,"@AmazonHelp @115851 5 days after package was guaranteed delivery, I still dont have it. Amz supervisor hangs up on me. #awful",1955326,
2935199,811529,True,Wed Nov 29 10:12:30 +0000 2017,"@AmazonHelp Customer service is a joke! What's the point of pre ordering to wait until a week after release to receive the item! Hasn't even been dispatched yet and release was yesterday! CS just reiterate estimated delivery, no help at all.",2935198,
2602258,736489,True,Fri Nov 17 08:50:41 +0000 2017,@AmazonHelp Or you could speak to delivery folk and tell them to use some common sense!,2602260,2602257.0
1155157,391746,True,Tue Oct 24 17:28:58 +0000 2017,When you have Prime and have free same day delivery and it ends up being longer then that .... @AmazonHelp I needed my shit like yesterday https://t.co/4f4dG181mo,1155156,
1168764,373357,True,Tue Oct 24 18:56:07 +0000 2017,"@AmazonHelp @115850 can u advise what are next steps for me to get this item,ur courier partner was nt willing to deliver this at my home https://t.co/gqXhEyEdbf","1168763,1168765,1168766",
77518,133269,True,Thu Nov 30 05:35:38 +0000 2017,@133270 @115850 This incident already done with us...Amazon service is very cheap &amp; poor  in india ....I ordered samsung phone and we got the bathing &amp; washing soap instead phone.....,77516,77519.0
699488,286860,True,Thu Nov 23 15:56:09 +0000 2017,"I like @115821 but wish they'd get their act together with packaging, one huge box for one little item 😞 https://t.co/hHuU6LQy5o",699487,
350585,199409,True,Sun Oct 08 10:12:45 +0000 2017,@AmazonHelp When did you start using DPD? I pay for Amazon prime so that I can get my delivery the next day but they're crap,350584,
83348,134316,True,Fri Dec 01 13:46:55 +0000 2017,@AmazonHelp Well as expected my package did not arrive yesterday which was the original date given for delivery,83349,83347.0
2909105,744309,True,Tue Nov 28 21:13:00 +0000 2017,@AmazonHelp If PBS Masterpiece content is free with a prime account why does the fire stick interface prompt me to purchase the channnel/individual shows or sign up for a free 7 day trial?,2909107,2909104.0
545725,140038,True,Sat Dec 02 17:00:32 +0000 2017,@AmazonHelp where do I send this now it’s ready for return and refund? No instructions in the email. https://t.co/01svugICBt,545723,
1890598,563808,True,Sun Nov 26 07:30:21 +0000 2017,@115850 your IVr still sucks.,1890596,
528989,137873,True,Sat Dec 02 09:15:06 +0000 2017,@242496 @115830 The tracker says this https://t.co/jQqxJceN1z,528988,528990.0
2464853,705402,True,Sun Oct 29 19:51:27 +0000 2017,"@AmazonHelp All e-mails say today, website says today... it's almost 8pm and nothing.  What time does delivery stop?",2464855,2464852.0
2389812,688455,True,Tue Nov 14 08:36:21 +0000 2017,Hey @115850 can you check status of order 403-5527477-8373106..no updates seen in tracking since Saturday..by when will it be delivered..,2389811,
2880410,799329,True,Tue Nov 28 08:21:38 +0000 2017,@120533 je ne reçois pas le mail avec le numéro ou alors très longtemps après donc plus valable. Votre bug bloque bcp  de monde,2880409,
2836931,789599,True,Mon Nov 27 15:47:21 +0000 2017,@AmazonHelp AMZL US is the carrier - I’ve reordered and of course there is a price increase!!,2836932,2836930.0
71059,131959,True,Thu Nov 23 05:42:48 +0000 2017,@AmazonHelp やだ・・・中の人かわいすぎかよ・・・(´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀),71058,71060.0
2465677,705591,True,Sun Oct 29 19:22:07 +0000 2017,@AmazonHelp Not only do our 5 subscribe&amp;save items come separately but this..Do u have sustainability goals? Doesnt seem like u do! Absurd. https://t.co/Ai7nyBw2Cr,2465676,
1434920,375444,True,Thu Nov 02 13:51:34 +0000 2017,"Und wo ist der #Lavazza Kaffee, @116316?

Unter ""Angebot ansehen"" steht jedenfalls nichts von Lavazza bei der #Amazon Webseite dazu. 🤡 https://t.co/XHwNEX4Ss8",1434918,
870097,326606,True,Fri Oct 13 15:48:52 +0000 2017,"@AmazonHelp Transporteur : Amazon Logistics n° de suivi CQ0001116063
 CQ0001116063",870099,870096.0
896665,212518,True,Sun Oct 15 20:31:44 +0000 2017,@AmazonHelp En eso estoy! Saludos!! https://t.co/aDmJUotWIs,896666,896664.0
2154463,202131,True,Thu Nov 09 04:14:38 +0000 2017,"@AmazonHelp how can this be. Two separate packages, wo different carriers. Both delayed. Seems like it's on your end https://t.co/hhc2abWAZ2",2154464,2154462.0
815474,314198,True,Tue Nov 07 16:35:14 +0000 2017,@115821  what a joke 2 days you have tried to deliver my item you say . Nope you haven’t customer service can’t speak English 😡😡😡😡,815471,
500819,147818,True,Fri Dec 01 19:33:30 +0000 2017,Gracias @135806 y @116928 x tnerme TODO el dia en casa sperand 1pakete qfinalmnte NO ha llegado @137605 @AmazonHelp,500818,
2698907,758278,True,Sun Nov 19 20:04:31 +0000 2017,@AmazonHelp can I still get my battery changed by amazon on my kindle third generation,2698906,
2628900,742471,True,Fri Nov 17 17:04:23 +0000 2017,@115850  I am Kunal Rajput (pH no: 9910985835) I purchased 5 bedsheets but those qualitiy was very bad so I returned the bedsheets and they gave the refund in my Amazon pay account and it won't transfer to my bank account. I want my money back in my bank account,2628899,
2578454,729886,True,Thu Nov 16 21:58:19 +0000 2017,@115830 been waiting for a call back from a supervisor since 8pm.. it's nearly 10pm 😑,2578452,
627864,268700,True,Wed Nov 22 14:53:25 +0000 2017,"@AmazonHelp @115830 disappointed to receive my parcel like this, especially with Christmas presents in which have been damaged https://t.co/gvHvAOwWAg",627862,
2440779,700010,True,Tue Nov 14 14:37:26 +0000 2017,@700006 @120465 @116313 私も映画が途中から見れなくなりました,2440788,2440777.0
2573811,729897,True,Thu Nov 16 20:23:49 +0000 2017,i'm confused how i can pay for @115821 prime for two day shipping and still consistently never have my package in two days. Is that even allowed i'm ready to sue lmao,2573809,
2852131,792984,True,Mon Nov 27 19:52:03 +0000 2017,"@AmazonHelp hey, when would you like to give me back the £1 that's been pending in my account since 11/11???",2852129,
418991,214939,True,Tue Oct 10 04:28:59 +0000 2017,@11598 despite being cancelled my order no. by @115850 my friend was scammed and later found a piece of plastic instead of Card.. https://t.co/N3yFQ3XfuX,418989,
2318459,578187,True,Thu Oct 19 22:56:35 +0000 2017,I ❤️ @115821 but they make it SO difficult to report a Lost/missing package. If their goal is to get u to give up then mission accomplished,2318456,
75934,133000,True,Thu Nov 30 11:30:53 +0000 2017,"@AmazonHelp Ce qui a de plus désolant, c'est surtout que ca arrive systématiquement avec Colis Privé. Arrêtez de traiter avec eux, ca ne peut pas continuer là...",75932,75935.0
2374456,684963,True,Tue Nov 14 02:02:23 +0000 2017,@AmazonHelp Yeah it’s not expected to be here tomorrow or Wednesday. 🙄 what’s the point in paying from prime if the shipping isn’t guaranteed 2 days? I need these by Saturday!,2374455,2374457.0
164948,154233,True,Fri Nov 24 19:50:43 +0000 2017,"@AmazonHelp Well, so much for that - failed to deliver again! Guess I’ll need to cancel it &amp; reorder it to be delivered to my work place. #reallyannoyednow #amazonlogisticsfail",164946,164949.0
1254597,414275,True,Thu Oct 26 06:33:25 +0000 2017,Amazonでトリートメント頼んだら梱包めちょ適当やったwww https://t.co/GTZP0DrneP,1254595,
1366407,438086,True,Sat Nov 25 12:07:09 +0000 2017,I GOT IT!  I GOT IT!  I GOT IT! 🤩😄❤️  Thank you @115821 &amp; @142136 for making this 🇨🇦 girl's week! https://t.co/XTn2HjPVYu,1366406,
25302,121472,True,Fri Nov 03 23:30:37 +0000 2017,土曜日の朝、アマゾンの箱で猫と遊んでいたら、猫たちが箱の穴越しに戦い始める(=^･_･^=) https://t.co/2XOwrE1xwb,25300,
2689302,756096,True,Sun Nov 19 15:55:26 +0000 2017,@AmazonHelp No! Not logging into my account and follow up on this. Done it before and you guys didn't follow up. Go check your Facebook page. Ppl needs to know how you would resolve this matter.,2689304,2689301.0
438666,219238,True,Tue Oct 10 18:03:19 +0000 2017,@120540 non controlla le recensioni che confondono.un libro per un altro. Dilettanti e incapaci amazon,438663,
1332678,430887,True,Fri Oct 27 13:22:11 +0000 2017,@AmazonHelp Muchisimas gracias por solucionarme la duda tan rapido y tan bien.,1332677,1332679.0
1123351,384925,True,Wed Oct 25 08:19:14 +0000 2017,@AmazonHelp Replied to the email,1123352,1123350.0
179071,158229,True,Wed Oct 04 10:06:50 +0000 2017,"@AmazonHelp Del producto en el que puse la reclamacion no me sale esa opcion, unicamente ver estado devolucion, comprar de nuevo y dejar una opinion, imagino que podreis acceder vostros mismos y comprobarlo. El otro envio lo he recibido hace un momento.",179069,179073.0
1265738,416387,True,Thu Oct 26 13:04:01 +0000 2017,@AmazonHelp @117634 when I have to spend 15 minutes trying things I already did to ONLY then be xFered to a kindle specialist…. #inefficient,1265740,1265736.0
62158,130236,True,Wed Nov 01 21:39:09 +0000 2017,@AmazonHelp Amazon.ca,62160,62157.0
651686,274975,True,Tue Oct 10 18:23:12 +0000 2017,@116618 What happened to the download option in the iOS app? The button is completely gone.,651684,
423247,215768,True,Tue Oct 10 12:51:46 +0000 2017,"@AmazonHelp Merci @AmazonHelp j´ai réglé cela au téléphone, le colis a était perdu par @120534, merci pour votre service.",423248,423246.0
1510481,389945,True,Fri Nov 03 19:48:21 +0000 2017,@AmazonHelp Oui,1510482,1510480.0
972594,350702,True,Sat Oct 14 06:39:21 +0000 2017,@AmazonHelp え、もう連絡してしまって、名前もいいましたけど,972593,972595.0
426643,216472,True,Tue Oct 10 12:34:38 +0000 2017,@AmazonHelp it’s not letting me cancel my order please help?,426640,
1041649,366347,True,Tue Nov 21 01:00:47 +0000 2017,"@AmazonHelp Se que son una excelente empresa, pero les falla en esto, en estas fechas es mejor o deshabilitar la opción de un día o de plano agregar una nota de que el pedido puede no llegar en la fecha promesa por la sobredemanda",1041652,1041648.0
2468557,706252,True,Tue Nov 21 14:37:42 +0000 2017,@116316 grad fix bei euch eine Bestellung abgeschickt. Nachschub an glutenfreien Nudeln. Vorbei an meinem Warenkorb den ich noch nicht fertig habe und nicht leeren wollte. Super Feature!,2468556,
1478291,463272,True,Thu Nov 02 18:44:28 +0000 2017,@AmazonHelp au walletでAmazonプライムに登録しようとしてこのようになりました、原因と解決策はなんでしょうか https://t.co/4ahbYtdKzw,"1478290,1478292",
1565905,483379,True,Sat Nov 04 15:27:02 +0000 2017,"Appena staro' meglio quel che basta da fare le scale se suona il corriere mi faccio un regalino su @120540 che me lo merito, ecco ;)",1565903,
1219900,406214,True,Wed Oct 25 15:47:24 +0000 2017,"@AmazonHelp yep, tried all of the above, including restarting the router. i keep getting a wi-fi error message when i try to connect.",1219901,1219899.0
1252589,411803,True,Thu Oct 26 05:21:28 +0000 2017,"@115821 To update the story, I got a refund!",1252587,1243795.0
2950834,408978,True,Wed Nov 29 17:18:46 +0000 2017,@AmazonHelp What happened to this in shipping? I'm afraid to feed my cats half of these cans because they're that damaged. https://t.co/338hgby0rx,2950832,
2462195,704889,True,Wed Nov 15 08:33:40 +0000 2017,@AmazonHelp alredy informed him but told me to wait for seller reply.   seller not giving any reply.   why seller give reply when he had done fraud.  if he cant deliver then he can cancelled order but he had done fraud work here send same tracking to eveyone. i JUSt want my LEd TV  asap,2462197,2462194.0
138238,147134,True,Fri Nov 24 08:52:21 +0000 2017,"&lt;1/1&gt;Today I witnessed a great customer satisfaction service by @2005 Instead of providing compensation in form of replacement for the @3977 Y1 mobile damaged during delivery, asked me to book the same in next flash sale. @147135 @115851 @115850 #Nahargarh","138236,138242",
239499,172907,True,Sat Nov 25 02:22:49 +0000 2017,"@116313 
アマゾン使った事がないんですが、どうしたらいいですか？ https://t.co/c14bmdNePK",239498,
758382,301218,True,Wed Oct 11 18:56:57 +0000 2017,@115821 i ordered a package on 9/30. expected 10/4 but never came. help me please because amazon is a great place.,758381,
2924595,809256,True,Wed Nov 29 02:40:35 +0000 2017,@115821 i love you and i pay for prime but this is the fourth time my order hasn’t arrived by the guaranteed date and i’m kinda pissy tbh,2924594,
2294558,179047,True,Sat Nov 11 23:50:31 +0000 2017,@AmazonHelp Both,2294556,2294559.0
1614857,495326,True,Tue Oct 17 10:36:00 +0000 2017,@115850 Is the cashback of 499 for new Amazon Prime members on purchase of Fire TV Stick discontinued ?,1614856,
872294,294899,True,Sat Oct 14 15:02:12 +0000 2017,@AmazonHelp how about a link for a formal complaint instead.  I don't trust Amazon practices anymore.,872295,872293.0
1678019,510379,True,Mon Nov 06 14:53:11 +0000 2017,Los odio @115821 solo la compré por que decía que me la entregaban hoy como para que ahora me digan que no 👎 https://t.co/ka8ufA6h9J,1678017,
2890482,801358,True,Tue Nov 28 14:39:14 +0000 2017,@AmazonHelp Already spoken to 2 customer care representatives but your policy can't touch the seller (as per them) as they have initiated the refund.Moral: Time has no value.Dissatisfaction doesn't matter any more.,2890484,2890481.0
1473744,462111,True,Fri Nov 03 01:48:09 +0000 2017,@AmazonHelp what’s wrong with this picture??? https://t.co/LNpAcpc4uW,1473743,
474221,227877,True,Fri Dec 01 10:27:38 +0000 2017,"@AmazonHelp I understand but receiving calls is also a good option you see,called him several times ,I have to leave for some work and nobody would be home",474224,474220.0
1694551,514168,True,Tue Oct 17 15:43:54 +0000 2017,@115850 Is something not right in this??? Is a GREAT INDIAN FESTIVAL celebrated with a damaged idol!!! #Damage #AmazonGreatIndianFestival https://t.co/xx2BtuToc9,1694550,
1556276,481173,True,Sat Nov 04 12:06:01 +0000 2017,"Wtf 
Hey @115850  no one attempt any delivery for my product...
But your app shows it..
I m prime member but still 4 days 2 deliver prodct https://t.co/dRRzLLqaci",1556275,
2840193,790374,True,Mon Nov 27 16:26:54 +0000 2017,"I pay for 2 day shipping to only get my shit the next week 
Great fucking shit Amazon 😑
@115821",2840191,
2500764,286780,True,Fri Nov 17 14:57:41 +0000 2017,@AmazonHelp Okay the amazon seller name is it just Amazon? Do you have a direct link? Thank you,2500765,2500763.0
1303654,339106,True,Fri Oct 27 01:22:33 +0000 2017,"How low do you have to go in online marketing..? Free product for a 5* review, really?

#fail
#ecommerce
#Amazon
@115821
#marketing
#online https://t.co/5tVnJgnfNe",1303653,
229985,170803,True,Thu Oct 05 09:05:30 +0000 2017,@AmazonHelp Why late,229987,229984.0
125350,144105,True,Fri Nov 24 02:22:48 +0000 2017,"@AmazonHelp A lista é sempre grande. O que mais tá sendo vantagem são os importados. Tô de olho em 2, apesar de não ser o melhor preço, vou pela confiança que tenho na #AmazonBrasil.",125347,125353.0
1635836,349928,True,Sun Nov 05 21:20:37 +0000 2017,Not happy @AmazonHelp that I've pre-ordered something as birthday present released October 31st and it doesn't arrive until 13th November,"1635834,1635837",
18684,120168,True,Wed Nov 01 05:41:02 +0000 2017,"@115850 I ordered an Alexa and it's stuck in customs. @120169 sends me an email to upload the KYC. However, the link doesn't work. #Help","18683,18685",
2938167,812157,True,Tue Nov 14 22:49:06 +0000 2017,@AmazonHelp what’s with orders being delivered without any packaging or boxes?,2938166,
1201259,137608,True,Wed Oct 25 12:33:34 +0000 2017,@115821 glad you're paying attention to your customers! What happened to your Customer Service? It used to be top notch. This is ridiculous. https://t.co/wfApxsBexo,1201258,1201260.0
2878615,798971,True,Tue Nov 28 07:18:01 +0000 2017,@AmazonHelp Not only one every list,2878614,2878616.0
