customer_tweet_id,customer_text,support_tweet_id,response_text,created_at,conversation_id
373314,@AmazonHelp my package never came,373312,@204462 I'm sorry! Deliveries may be made as late as 8PM. Who's the carrier under tracking: https://t.co/Y5jpI9gRhE? ^WT,Mon Oct 09 00:00:23 +0000 2017,373314
679055,@115821 how does an $8au book on the Australian Amazon site turn out to be $34?  I think we’ll forget that scam,679054,"@282029 Hi, is there a specific book that you are looking at? Where does it show up as $34? ^PJ",Thu Nov 23 07:40:32 +0000 2017,679055
1701482,@AmazonHelp This is utter rubbish. How can you have the same product listed twice?,1701483,@255740 with the team internally for a review. 2/2 ^OS,Tue Oct 17 17:45:00 +0000 2017,1701461
970550,"Can't seem to get @115833 to select @115888 as music player in the iPhone app. Keeps going to ""home"" after choosing it as default #help https://t.co/jr66IJOse7",970548,"@350307 Hi Rob, have you tried resetting your Spotify Premium password &amp; username &amp; trying again: https://t.co/Q9JWKC0Dp2 ^TS",Sun Oct 22 07:41:25 +0000 2017,970550
2862050,アマゾンプライム最高過ぎんな～～～ https://t.co/xM87lG1ctq,2862049,@795072 喜んでいただけてうれしいです😊✨ SK,Mon Nov 27 23:01:00 +0000 2017,2862050
2800466,@115821 I've declined your intrusive Amazon Prime Bullshit 100 times easily..Now all of a suddenly I'm enrolled in a free trial activated w/o my consent. You are fucking criminals. No king rules forever you fks.,2800464,@781278 I'm sorry for the trouble! You cancel your Prime Membership here: https://t.co/6B12sAOPcC. Please let us know if you have any further questions or concerns! ^VB,Wed Nov 22 00:08:25 +0000 2017,2800466
2296690,アマゾンプライムビデオでプラダを着た悪魔を見てモチベーションを高めよ,2296689,@666779 | -ﾟ)ｿｰｯ　　いつもプライムをご愛顧いただきありがとうございます！ぜひお楽しみくださいませ✨🎞 HM,Sun Nov 12 12:46:03 +0000 2017,2296690
2584230,今更だけどAmazonプライム会員は良い！ https://t.co/7i4GOqhbYV https://t.co/v1obfOhkq4,2584229,@732309 ありがとうございます (((o(*ﾟ▽ﾟ*)o))) SK,Thu Nov 16 23:58:01 +0000 2017,2584230
2346274,"@AmazonHelp Thanks for the tips, however (1) it's your carrier (Amazon Logistics) (2) It's listed as handed to RESIDENT, but no resident has received it :-(",2346271,"@678408 Please allow us to have a further look into this issue and go over options. To enable us to do so, use the following link:  https://t.co/JzP7hlA23B ^DO",Mon Nov 13 16:16:00 +0000 2017,2346280
24001,@115850 hi why you end no emi cost on PS4 I was about to purchase today😑😬🙄🤔😒😔😕☹️,24000,@121161 here: https://t.co/KcSbMgxRgY. Please let us know if you need any further clarification on this. 2/2 ^SY,Wed Nov 01 09:01:00 +0000 2017,24001
2883330,@AmazonHelp Your driver has left it somewhere and not written on the card where...,2883332,"@799911 sorry to hear that, contact us here: https://t.co/JzP7hlA23B we can help ^AS",Tue Nov 28 10:54:30 +0000 2017,2883331
802422,@AmazonHelp I ordered headphones from one company and got some from a completely different one. This happen a lot? https://t.co/EAklKUA9Us,802420,@311206 I'm sorry for this issue with the headphones you ordered. Were they shipped and sold by Amazon or a Third-Party seller? ^DO,Thu Oct 12 16:19:00 +0000 2017,802422
833654,"@115850 I just bought goods and one is damaged. Calling their call centre number but am not being received...
Extremely frustrating",833653,@318520 Sorry for the inconvenience. Please contact our support team through mail or chat here: https://t.co/vlvfJr4nN9.^GU,Fri Oct 13 07:02:00 +0000 2017,833654
2347792,"Nunca fui de ler varios e varios livros de uma vez, mas desde que meu Kindle chegou, eu não consigo parar!  Obrigado @117804 ❤️",2347791,"@678739 Olá Paulão! O Kindle é só amor né? 😍, me diga, você está lendo algum eBook no momento? ^HC",Mon Nov 13 16:46:32 +0000 2017,2347792
300515,"@AmazonHelp This is what it says now, reason I selected next day was because I needed it today https://t.co/RNpiaycO0v",300514,@187651 We'd like to check this out with you. Use the link to reach out directly for available options: https://t.co/qy3J24VGxb ^GL,Fri Oct 06 20:37:57 +0000 2017,300517
812154,"@117634 ""updated"" their app and it sucks. It won't let me remove titles from my bookshelf that I've read. Have to scroll. 😡",812152,@313529 I'm sorry it won't let you remove books you've read. We're here to help! What type of device are you using the app on? ^MB,Thu Oct 12 19:53:28 +0000 2017,812154
734036,@115850 is cheating with cashback offers @131283 @734 @146956,734034,@295643 Could you please tell us more about the issue for better understanding? ^HN,Wed Oct 11 11:29:31 +0000 2017,734036
2902484,@AmazonHelp what do I need to do to disable 2-step verification on my account which i am locked out of? I've called customer support several times over the last couple months and have initiated the 2-step verification account recovery. Nothing else has been done to resolve this.,2902482,@803914 Hey there! Please reach out to us by phone here: https://t.co/jzvkhdlrK5 so that we can look into this with you. Talk to you soon! ^KJ,Tue Nov 28 18:43:27 +0000 2017,2902484
420087,@115850 i still dont see the refund in my statement...i  want it now https://t.co/ARhkHNg2JR,420086,@206132 Sorry about that. Kindly get in touch with us here: https://t.co/6O3H52UAvn and we’ll be glad to help you. ^NS,Tue Oct 10 06:19:33 +0000 2017,420087
365222,@AmazonHelp I bought it from Amazon .. and sent my invoice IMEI NUMBERS already,365223,@202516 we'll get back to you soon. (2/2)^AP,Mon Oct 09 05:58:00 +0000 2017,365220
833127,"@AmazonHelp my prime orders should have been delivered yesterday, are they likely to arrive today? Thanks",833124,@318408 Is there any update on the order tracking?^CD,Fri Oct 13 06:33:00 +0000 2017,833127
38108,@AmazonHelp My concern is When my package arrived in correct city-delhi in first time then why it's moved to wrong non delivery city-haryana. Explain it https://t.co/AlvIWGv7wH,38109,"@124276 Please do not worry, the packages move according to the fulfillment center. It will be delivered as per estimates. ^HN",Wed Nov 01 15:34:56 +0000 2017,38104
140086,Wenn sich der eigentliche Artikel nicht mal im Beutel befindet. 🤯 @116316 https://t.co/Wq4vTqPznK,140085,"@147605 Oh, dass sollte natürlich nicht sein. Leider kann ich über Twitter nicht in dein Amazon-Kundenkonto einsehen. Melde dich doch mal bei meinen Kollegen vom Kundenservice. Diese helfen dir gerne weiter: https://t.co/ohyvGrpvrY ^AM",Fri Nov 24 11:16:54 +0000 2017,140086
760446,"@AmazonHelp got email at 20:08 - order left with neighbour. I was in, no one rang the bell, no card left. neighbour doesn't have the parcel.",760444,@301698 I'm sorry your parcel was not delivered as stated. Have you tried the following steps listed here: https://t.co/eyu7lApmeF? ^CE,Wed Oct 11 20:09:31 +0000 2017,760446
915994,@115850 still waiting for my #echo invite.. been 2 weeks,915993,"@337484 We're still sending out invitations, so you don't need to apply again if you already requested for an invitation. ^VM",Sat Oct 21 09:20:03 +0000 2017,915994
1374039,@AmazonHelp UPS but I've had Amazon official delivery van state in notes they left packages with me when I was home &amp; nothing is on my porch.,1374041,@439816 Thanks for the additional information! Let's look at available options via phone/chat here: https://t.co/hApLpMlfHN ^ML,Sat Oct 28 01:07:08 +0000 2017,1374040
716079,"Amazonで頼んだミニスーファミがトラブルで返送だとさ🤗ﾁﾈ!
特に急いでないから、後日商品発送と詫びギフト券くれるなら許すよ🤗",716078,"@291351 このたびは、ご迷惑をおかけし申し訳ございません。
本件についてご注文いただいたお客様に後日https://t.co/st4oU5QbhPよりご連絡を行わせていただきますため、そのご連絡をお待ちいただきますようお願いいたします。RI",Fri Oct 06 12:39:36 +0000 2017,716079
876978,@AmazonHelp Didnt get any email. Got 2 days back and replied on same that time itself.,876979,"@214057 Please be assured that we will get back to you for sure, as we already have received your details. ^JS",Fri Oct 13 17:43:00 +0000 2017,876976
283129,@115850 I have ordered mobile by my prime account.It is not delivered even after 2 days.So u guys should return my Rs 499.,283127,@183455 We dispatch to meet the estimated delivery date. May I know if the estimated delivery date for the order has passed? ^SH,Fri Oct 06 12:50:36 +0000 2017,283129
469434,@AmazonHelp Arrange a phone call if possible,469435,"@226779 Being on Twitter we wouldn't be able to arrange a call back. However, if the issue is not resolved via chat or email. Kindly drop your details here: https://t.co/beaaDm0muc and we'll get in touch with you soon. ^BV",Sun Dec 03 11:16:29 +0000 2017,469429
231535,"Kindle Unlimited に入ってる人はどうすればいいんでしょーか
Prime Reading で読める本はKindle Unlimited でも読めるって認識でいいんでしょーか
ಠ_ಠ",231534,@171143 失礼いたします。Prime Readingの対象となるコンテンツは、すべてKindle Unlimitedの対象コンテンツです。すでにKindle Unlimitedに登録済みのお客様は、引き続きKindle Unlimitedよりお楽しみください。RI,Thu Oct 05 10:36:26 +0000 2017,231535
1358065,Hey @115821 if I ordered something Wednesday and it won't be delivered until Monday that is NOT 2-day shipping 😡,1358064,"@261950 Two-Day Shipping refers to transit time, in business days, once shipped. Orders shipping over a weekend can extend your wait. ^JR",Fri Oct 27 20:00:01 +0000 2017,1358065
2523354,@AmazonHelp I've done that. :-( Even timers and alarm volume maxxed doesn't change it.,2523356,@718604 We'd like to look into this. Please reach out to us via phone or chat here: https://t.co/xdbcUHhz0c for real-time troubleshooting. ^BE,Thu Nov 16 02:45:13 +0000 2017,2523359
890552,"Thank you, @AmazonHelp! My defective product problem was resolved promptly &amp; professionally. #HappyCamper",890551,@331443 We're happy to hear everything was taken care of. Please let us know if you need any further assistance! ^BH,Fri Oct 20 23:55:00 +0000 2017,890552
13458,@AmazonHelp Schnippig ist sie auch noch? Wird ja immer interessanter 😅,13457,"@118798 Nein, ^TG ist schnippig. Alexa ist lieb und nett. Sie ist sehr gut! Und ich geh jetzt mal lieber in Deckung! 😏 ^UK",Fri Dec 01 06:37:33 +0000 2017,13460
1968362,@AmazonHelp Filled the from...Now with get back with proper Resolution asap.,1968360,@583219 Thanks for the update. We've received your details and we'll reach out to you at the earliest. ^SC,Wed Nov 08 07:30:00 +0000 2017,1968368
1155108,"@AmazonHelp Assim falava Zaratustra - Nietz.Eu amo livros, de vez em quando vocês poderiam mandar uns marcadores de pagina ou uns Boxy, iria adorar",1155110,"@391733 Nossa que boa escolha! Ed, recomendamos ficar pendente quando a promoção de Boxy voltar!😀 Tomara que curta muita a leitura! ^HC",Tue Oct 24 18:13:00 +0000 2017,1155109
492231,"@115830 Funny how you apparently tried to deliver my parcel without success today, when I’ve been home all day and no one has appeared. Pay for Prime, get crap service in return 💩😡",492230,@232317 Oh goodness! I'm sorry you haven't received your parcel. We'd like to take a closer look with you. Please reach us by phone or chat here: https://t.co/JzP7hlA23B Thanks KJ! ^AB,Fri Dec 01 17:03:02 +0000 2017,492231
316302,@115850 Just got the TV delivered. Whom should I reach out to get the installation in place ?,316300,@191528 Please help us with the link to the item so that we can assist you accordingly. ^SH,Sat Oct 07 08:11:56 +0000 2017,316302
180473,@AmazonHelp It's not my duty to contact ur idiot team. Your duty to update it. I just want a solution asap.,180474,@158439 We do not have access to your account on Twitter. Request you to contact our support team using the link provided earlier. ^OS,Thu Oct 05 14:20:33 +0000 2017,180468
2879456,@AmazonHelp What are the contact details? This takes me to a list of my orders,2879457,@147110 I'm sorry for the incorrect link! Here is the link to contact us: https://t.co/JzP7hlA23B ^MH,Tue Nov 28 15:51:00 +0000 2017,2879444
1046081,"@115850 ORDER # 408-8032741-786592. Even after 23 days of delivery, no one came to install delivered package. Kodak Help No. 93xx useless.",1046080,@366916 I'm sorry to hear about installation issues. Have you reported this to our support team here: https://t.co/T6y6Xlutbs? ^VN (1/2),Fri Oct 20 12:32:00 +0000 2017,1046081
223862,@118500 KindleのiOSアプリの完成度が低いです。重いし、もっとUIを使いやすくして欲しいです。,227348,@170231 Kindle for iOSアプリについて、ご意見をお寄せいただき、ありがとうございます。今後の改善につなげるために、よろしければ具体的にUIでご不便な点を教えていただけないでしょうか。 RI,Thu Oct 05 07:55:52 +0000 2017,223860
345281,"@AmazonHelp placed a prime order on October 5th, all of the tracking said “arriving today by 8pm” and suddenly it switched to tomorrow. Why?",345279,@196752 we'd still like to help. Has your order already shipped? You can view your tracking here: https://t.co/Y5jpI9gRhE (2/2) ^HC,Sun Oct 08 02:42:42 +0000 2017,345281
2283866,@AmazonHelp I've phoned several time and still I'm no further forward.,2283868,"@663709 When you reached out to us through the previously provided link, what information was provided? ^RR",Sun Nov 12 02:10:00 +0000 2017,2283867
350313,@AmazonHelp I have received the mail but still no positive reply now how many days u required to solve the case,350314,@199335 Sorry for the hassle. Please revert to the email you've received from us and we'll check this. ^HN,Thu Oct 12 18:27:00 +0000 2017,350295
2938287,"@AmazonHelp Sí, tengo varios...uno era para ayer y me han retrasado la fecha. Otro era para hoy y lo mismo... Y siempre Correos...",2938286,@812182 Comprendo. ¿Podrías confirmarnos si has logrado contactar con Correos para consultar que ha pasado con las entregas? ^DB,Wed Nov 29 12:32:53 +0000 2017,2938289
974403,スウェット買った。昨日届くはずだったのにね。Amazonのお急ぎ便で金曜日に注文して、土曜日に届くはずだったのにね。おかしいね。それはともかく、スウェットってこんな暖かいものだったのか,974402,@351075 ご迷惑をお掛けし申し訳ございません。該当の注文など詳細を確認した上でご案内させていただきますので、恐れ入りますが、こちらのリンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN,Sun Oct 22 03:31:03 +0000 2017,974403
2674346,"@AmazonHelp Yes, I called the customer service.",2674347,"@498872 Apologies for the trouble you had to go through this, please share your details here: https://t.co/GoGfxHJsqo we'll assist you. ^SU",Sun Nov 19 13:22:54 +0000 2017,1629849
755071,"@AmazonHelp I have sent a reply, to the mail i received in the morning. It's been 20 min. Let's see how quick u can do it now @115851 @1840",755073,@272837 Please fill the form which has been provided to you previously so that we can assist you better. (2/2) ^JS,Thu Oct 12 14:05:30 +0000 2017,424332
1603070,"@AmazonHelp 9th-11th Nov, but the book was released weeks ago. Can’t find the hardback version anywhere, so wondering if it was just released paperback.",1603072,@491992 Hi Anthony. I see. What is the current status of your order: https://t.co/aaDyEz1VgE ^DC,Sun Nov 05 07:37:53 +0000 2017,1603071
2282033,@AmazonHelp Please verify that it’s being sent to __email__,2282034,@185401 For security reasons we cannot confirm personal details over Twitter. We recommend not sharing account information over public domains as well. Please be sure to check your junk/spam folders in case the e-mail was routed to there. ^GM,Wed Nov 15 22:17:32 +0000 2017,2282020
2597939,Forgot to cancel my amazon prime trial.. looks like i have prime for the year 🙄,2597938,"@735534 I'm sorry for the unexpected charge! If you would like to cancel the membership, for a full refund, you can check your eligibility here: https://t.co/5kSnxOJEYj or you can just hang onto us for the year! ^TN",Fri Nov 17 04:50:30 +0000 2017,2597939
1319829,"@120533 @AmazonHelp 

Vous livrez pas le jour de la sortie officielle ??? https://t.co/F0McpkkKn2",1319826,"@428190 Bonjour, quel mode de livraison avez-vous choisi?
^YL",Fri Oct 27 08:59:00 +0000 2017,1319829
693909,Ojito con el detallazo de @AmazonHelp. Ni de coña me esperaba esto. Sois geniales. Mil gracias 🍄😄 https://t.co/mM5wEx2rnG,693907,"@285449 ¡Jared, amamos sorpresas! ❤ ¡Esperamos que te haya gustado mucho! ^DA",Thu Nov 23 14:58:28 +0000 2017,693909
907987,わて、知らぬ間にAmazonプライムになってたというオチwww,907986,"@335612 意図せずAmazonプライムにご登録されていた状況でしょうか。本会員に移行されている場合は、更新後に特典の利用がなければキャンセル手続き後に年会費を返金いたします。
詳しくはこちらをご確認ください。 https://t.co/JrKFIybs6n　MH",Sat Oct 21 02:30:32 +0000 2017,907987
1176219,@AmazonHelp @AmazonHelp I lost a package.,1176217,@396689 I'm sorry for the lost package! We'd like to look at some options with you. Please call us here: https://t.co/hApLpMlfHN,Wed Sep 20 20:01:00 +0000 2017,1176231
1467411,@AmazonHelp no insights at all. the lady seemed very confused so she went to transfer my call and then the call ended.,1467413,@460611 I'm sorry about this. We would like to look into this more with you. Please add your details here: https://t.co/3A7f7WhmUA *AY,Thu Nov 02 23:29:00 +0000 2017,1467412
1056753,@AmazonHelp Why is my package late?,1056755,@369513 Please connect with our support team here: https://t.co/vlvfJr4nN9 and we'll get this resolved. ^SK,Mon Oct 23 12:35:45 +0000 2017,1056754
1600411,yo @117795 did y'all raise the roof (prices) for minimum orders/add a delivery fee? so there's a delivery fee and a tip now?,1600410,"@491393 Minimum order amounts, delivery fees, and other options vary by location. You'll be shown all available options at checkout. ^AM",Sun Nov 05 04:41:24 +0000 2017,1600411
2949417,Fiz uma compra na black friday (dia 24) na @117086 e já chegou. Vcs pisam demais nas outras lojas de compra online,2949414,"@814534 Nossa!😆 Que emoção!😱 Ficamos felizes demais!😁 Conta para gente, que você comprou?🤔 ^HC https://t.co/A0VPx5Ywec",Wed Nov 29 17:04:34 +0000 2017,2949417
588787,"@AmazonHelp I had an email to say my parcels at been delivered and left in my safe place. They weren't. They were left on my neighbours porch in full view of the street. You can't miss my house, there is a big sign with my house name on the gate.",588786,"@217164 I'm truly sorry for the poor delivery experience, Portia! We'd definitely like to address your feedback about this instance, but we don't have account/order access via Twitter. When you have a moment, please reach us via chat or phone: https://t.co/JzP7hlA23B ^KN",Sun Dec 03 16:02:30 +0000 2017,588787
1664463,#amazonindia I am following customer for a return pickup but everyone is sleeping... __email__,1664462,"@507256 Please don't provide your email details, as we consider it to be personal information. Our page is visible to the public. ^PS",Mon Nov 06 10:19:37 +0000 2017,1664463
1213520,WTF happened to @115821? Now everything takes 3 to 4 days with prime. 😡🙄,1213518,"@404821 We aim to deliver by the estimate at checkout. Once shipped, it'll take 2 biz days to reach you: https://t.co/W28ImqwVJV ^AF",Sun Oct 15 23:37:01 +0000 2017,1213520
919073,"@AmazonHelp salve, ho richiesto la restituzione di un ordine prima che arrivasse, ma non ho ricevuto più notizie!",919072,@338175 L'articolo era venduto e spedito da Amazon o da un venditore Marketplace? ^GA,Fri Oct 13 20:49:00 +0000 2017,919073
890562,@AmazonHelp Any possibility for help on my order?,890560,"@235259 We'd love to try to help! Without posting personal account information, can you tell us what's going on? ^KP",Fri Oct 20 23:51:30 +0000 2017,890562
2613275,"@AmazonHelp Nope, not a listed option b/c they're pretending it's ""shipping"" yet clicking Track Package does nothing",2613278,"@738802 I understand. Thank you for confirming, Karen! 
Please contact us by phone or chat and we'll be happy to help review available resolutions options with you: https://t.co/hApLpMlfHN. Please keep us posted! ^SD",Fri Nov 17 13:31:35 +0000 2017,2613272
2151898,"@AmazonHelp It's ok, my friend just fixed it. Ta.",2151899,"@632362 Woohoo! Thanks for keeping us up to date! If you need anything else, let us know. We're here for you! 😁 ^KN",Sun Nov 26 14:32:00 +0000 2017,2151895
667722,"Placed an order through @115821 @AmazonHelp last night, sat here 8 hrs,
Notified via echo dot it was delivered to my door, open my door and 0.
Amazon delivery driver steals package??
REALLY AMAZON? Asks if I want refund but does not fix theft of own workers. 👎🏼",667720,"@279158 I'm sorry you didn't receive your package! Occasionally carriers accidentally scan packages early. These orders typically arrive within 1-2 business days. If you don't see it by Friday evening, please let us know! ^EA",Thu Nov 23 03:50:25 +0000 2017,667722
785469,@AmazonHelp Its been 20+ days  no revert yet,785470,@296909 Sorry about the stretch. I'd like to help. Please write to us here: https://t.co/GIJyeYqKE0 and I'll reach out to you. ^SA,Thu Oct 12 11:25:00 +0000 2017,785467
1565873,"@115830 @AmazonHelp Hi! Just had the most wonderful, platinum standard service from Deepalakshmi on chat. Wanted to share the positivity. https://t.co/pCPUdUs8hN",1565871,"@483373 Awesome! To give direct feedback to their manager, fill out the survey located at the bottom of the email that was sent. ^DA",Sat Nov 04 15:42:02 +0000 2017,1565873
2067281,@115850 order placed for #ChocoMeltz but u modified it with #Chocofills inspite of requesting for cancellation after no availability with u.Kindly look into it https://t.co/G0uX5IM8Ex,2067280,"@611315 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^MN",Sun Nov 26 12:17:55 +0000 2017,2067281
2240627,@115850 is this for real? https://t.co/VAlGJbLsj5,2240626,@653277 The URL visible in the screenshot doesn't belong to an Amazon collaboration. We would recommend you to not share account related info on this platform. ^PR,Fri Nov 10 15:53:08 +0000 2017,2240627
2216692,@115850 I had placed an order on 27th Oct but still the product is not delivered. Neither you have provided me its status nor delivery man's contact number. Amazon has gone from good to bad to worst. Such a shoddy service! High time to move to @118702.,2216690,@434666 Apologies for the delay in delivering your order. Could you please confirm if we have missed on the estimated delivery date? ^SB,Fri Nov 10 07:30:26 +0000 2017,2216692
1303318,@AmazonHelp ご対応ありがとうございます！昨日無事手続き終えましたので、以後気をつけます☺️,1303319,@424449 ご連絡いただきありがとうございます。今後も万が一お困りのことがございましたら、ご遠慮なくお知らせください🙏 YM,Fri Oct 27 02:42:35 +0000 2017,1302779
2700786,Why is the audible book not syncing with the kindle book. Why did I bother paying for both? @1016 @117634,2700784,"@252281 That isn't expected, I'm truly sorry for the inconvenience! Have you had a chance to reach our Audible team to address these syncing issues? You may do so here: https://t.co/ZmFHyHqBOU ^JE",Sun Nov 19 20:57:02 +0000 2017,2700786
784358,@115850 please Check Dm and kindly update about my prize...,784357,"@307192 I understand your concern regarding the contest, a concerned team will get in touch with the winners. ^VH",Thu Oct 12 08:06:30 +0000 2017,784358
382176,@115833 is the drop in 'intercom' functionality available in the UK?,382174,@191759 Hi Arif - currently it's not available in the UK ^TD,Sat Aug 12 12:22:00 +0000 2017,382176
2816338,@AmazonHelp I'll find out when I get back to Kansas City,2845416,"@233664 That's fine. We're available 24/7, 7 days a week. ^MG",Mon Nov 27 18:12:56 +0000 2017,2816337
2965315,@AmazonHelp I only have this order detail https://t.co/zcEbwW1Brp me with this only.,2965314,@818106 More info : https://t.co/5o0KQczPiL. Request you to get in touch with the support team of the manufacturer and escalate the details. They're the right ones to approach for assistance on the issue. ^NR 2/2,Wed Nov 29 22:24:28 +0000 2017,2965320
1806484,@AmazonHelp No but I did get a lot of push back before they finally transferred me to someone who could give me the refund. Seemed pretty cut and dry to me.,1806486,@542745 I'm glad to hear that we were able to find a resolution for you. We'd love to hear your feedback through the e-mailed survey that was sent after speaking to us previously. ^NS,Wed Nov 15 01:04:10 +0000 2017,1806485
2115542,"@AmazonHelp Not sure, haven't opened it yet because again, I collect boxes and mine looks like it's been thrown around. Not sure why there isn't anything protecting it. No bubble wrap or peanuts",2115541,@123161 Please keep us posted. A member of our packaging team would like to further review with you here https://t.co/TOYzQB7AMB ^FD,Wed Nov 08 17:20:02 +0000 2017,2115544
2176476,@AmazonHelp Just let me know what to do in case of defective product received,2176477,@139232 Sorry for the hassle. please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^SM,Fri Nov 10 20:19:31 +0000 2017,2176503
2576998,"@AmazonHelp I'm not sure, but this appears on My Order: 
(I don't know anyone by that name and I was at home so I could have opened the door, so I have no idea of what is happening) https://t.co/gd79nEgZaE",2576996,@730691 I understand your concern! Let's look into this further here  https://t.co/aaDyEz1VgE ^DJ,Thu Nov 16 21:30:24 +0000 2017,2577000
391631,@116928 ¿ Teneis algun chant en directo u otro tipo de ayuda rapida?,391630,@208731 Puedes consultar por medio de nuestro chat aquí: https://t.co/wxpHPBiUrb ^VL,Mon Oct 09 16:21:00 +0000 2017,391631
565874,"Dear @AmazonHelp @115821 

Thank you so much for providing me with an exceptional customer service experience! You completely exceeded my expectations and I am thrilled with my overall experience and outcome!",565873,"@252635 You're so welcome!  We aim to provide exceptional service, so we're happy to hear we've hit the mark! 🎯  ^EA",Sun Dec 03 00:45:30 +0000 2017,565874
2342095,"@AmazonHelp @115850 
10% cashback on Email Gift Card is such a scam...cashback of which should have received in 10 days has not received in 20 days yet. Contacted Customer Care for 3 times in 10 days. No Resolution.
Fake Commitment",2342094,"@677448 Sorry about the pending cash-back, Rajat. Kindly fill in your details here: https://t.co/GIJyeYqKE0 and we'll get this checked for you. ^PB",Mon Nov 13 14:44:30 +0000 2017,2342095
2189830,@AmazonHelp https://t.co/loAJyIRdz6,2189829,@641085 That's odd. Do you run into the same errors when using a different e-mail service? Please let us know! ^FD,Thu Oct 19 13:47:42 +0000 2017,2189832
158627,"From time to time we have come accross many shoping sites and also still comeing soping sites but till date i have never found a shoping site better than
@115850 , it is good in everything. It has a good customer helpdesk system, which is the core of shoping sites.😊",158625,"@140037 Thank you for such kind words. Thanks for keeping us motivated, we mean it . Do keep us posted for any further assistance. ^SD",Fri Nov 24 18:10:00 +0000 2017,158627
2538148,I am not sure why even @115850 selling Echo devices in India. It's pretty useless as you can't even integrate with their own Fire Stick let go any other device.,2538147,@671684 I get your concern. I'll be sure to share your comments as feedback internally for improvements. Keep checking the Echo page for new devices that will support Alexa. ^AR,Thu Nov 16 09:37:00 +0000 2017,2538148
550535,"Damn @115821 customer support hung up on me 4 times.. I’m done, going with google home lol",550534,"@248248 I'm sorry to hear this. Without posting personal or account information, can you tell us more about the original issue? ^LI",Sat Dec 02 18:46:00 +0000 2017,550535
1268841,"@115850 Refund of 13,999 stuck since a month despite refund confirmation by Forzza to Cloudtail on order no 4__credit_card__?",1268840,"@417099 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^AK 2/2",Mon Oct 16 06:43:34 +0000 2017,1268841
910364,Hopefully @115821 lets us choose who we want bringing our parcels because amazon delivery is a joke. @115817 made their delivery on time when amazon delivery pushed theirs a day later and then another day when the package was already in transit. Wtf.,910363,"@336239 Sorry to hear that, were you given a reason for the delay? ^AS",Sat Oct 21 06:15:00 +0000 2017,910364
1129405,@AmazonHelp Told my front door was inaccessible. Was waiting on my delivery by the door at that moment. Driver may have had bad directions. Needed order,1129404,"@380895 Sorry to hear that, it's not what we want you to experience. A re-delivery will take place tomorrow ^AS",Tue Oct 24 11:19:33 +0000 2017,1129407
1916286,@AmazonHelp If you have a suggestion box that may be a good one to make to management. Sports is wildly different from movies,1916284,@570785 I’ve forwarded your message to our Amzn Video business team. We're constantly working to improve our digital video experience ^TD,Wed Oct 18 14:38:26 +0000 2017,1916289
109808,"Hola queridos amiguitos de @116875 últimamente están teniendo muchos problemillas con sus reembolsillos, he tenido que hablar hasta 5 veces para arreglar algo, espero se pongan las pilas rápido, saludos.",109806,"@140383 ¡Hola, Don Tortuga! Sin compartir información personal, ¿nos das más detalles de lo sucedido? ^LC",Thu Nov 23 20:09:00 +0000 2017,109808
205768,@AmazonHelp on trial period. Android app video/audio is out of sync. Won't resume if persist.,205766,@164751 I'm sorry for the syncing troubles. Have you tried uninstalling and reinstalling the app? ^AC,Thu Oct 12 00:34:41 +0000 2017,205768
926692,@115830 do you want your catarpillar back? We didn’t order it 🐛 https://t.co/szUiT3y2aI,926691,@339887 We'd like to look into this. Please provide details here: https://t.co/EzaOFFeSmd ^JF,Sat Oct 21 14:34:30 +0000 2017,926692
1356301,"@AmazonHelp os mesmos dados do cartão? se sim, gostaria de saber como faço para deletar esta conta",1356303,@436243 Enquanto está bloqueada não pode ser modificada ou deletada. No caso pode contatar com o nosso SAC pelo link enviado 1/2,Sat Oct 28 00:30:41 +0000 2017,1356298
224252,@AmazonHelp It appears to be responding randomly to my TV. Do you have a way of stopping that?,224254,@169578 Voice training might help tailor this better: https://t.co/VPSJK3uL1h ^RR,Thu Oct 05 05:32:32 +0000 2017,224253
2279462,"I mean, is that much packaging really needed? @115830 https://t.co/E0wk5jcmyF",2279461,"@662713 We’re always looking to improve, and would be very happy to accept your packaging feedback here: https://t.co/lSVN3kb44b ^BV",Sat Nov 11 19:31:00 +0000 2017,2279462
23183,@AmazonHelp Oui j’attends un mail de remboursement qui n’est jamais arrivé,23184,"@121049 D'accord, Veuillez nous tenir informés si vous avez reçu l'email de remboursement.",Wed Nov 01 09:39:24 +0000 2017,23181
832346,@AmazonHelp Hi! Thanks very much for your reply. It's working again. I didn't clear the cache so I think there must have been a techy problem Thanks,832348,@318240 Ok great. ^KM,Fri Oct 13 06:34:00 +0000 2017,832347
111924,[ESP] ¡Hola @AmazonHelp! Soy cliente prime y me acabo de dar de alta en vuestra plataforma Prime Video. ¿El servicio va incluido en mi cuota anual prime? ¿Me va a sponer algún coste adicional?,111923,"@140857 Hola, Víctor. El servicio Prime Video va incluido como uno de los beneficios de tu Membresía Prime y no tendrás que pagar nada adicional.

Para más información sobre los beneficios Prime, pulsa el siguiente enlace:
https://t.co/MIxjk49REP

^DB",Thu Nov 23 20:22:30 +0000 2017,111924
