id,tweet_id,text,created_at,conversation_id,gold_intent
162,2509271,Thank you @115821 for cancelling my Battlefront 2 pre-order without telling me. Now I can't get release day delivery without paying extra. Wonderful!,Wed Nov 15 22:26:59 +0000 2017,2509269,general_unclear
163,2530001,@119625 @1092 Jaya janaki nayaka movie upload bro full movie,Tue Oct 31 03:44:33 +0000 2017,2644399,general_unclear
164,2533543,@115850 d seller team of amazon are bug fraud..its also like a big scam,Mon Oct 30 12:23:40 +0000 2017,2533540,general_unclear
165,2541086,"I have purchased @33766 powerbank 11k MAH bettery but just after 30days it starts giving problem.
It takes more then 18-20hrs to charge itself and hardly charge a single phone having 2500-2800MAH bettery.
Dont know what to do.
#FeelingCheated by @115850 @33766",Thu Nov 16 11:08:48 +0000 2017,2541085,item_damaged
166,2544923,"@AmazonHelp @115821 Adding multiple 3rd party auth keys is broken. None of the new keys I auth to devices work for 3rd party auth, only the original key. This is really frustrating and needs fixed.",Sun Nov 26 20:16:49 +0000 2017,2544921,general_unclear
167,2569712,@AmazonHelp I have 100 times wrote,Mon Oct 30 16:32:31 +0000 2017,2569714,general_unclear
168,2571785,@115821 your site is actually terrible. I haven't received two orders so far and you guys charged me almost $50 for a broken disc? Pathetic.,Mon Oct 30 17:43:35 +0000 2017,2571784,general_unclear
169,2597899,"@AmazonHelp Placed the pre order in July. I have prime so two day shipping. Expected delivery date is tomorrow, 11-17-2017",Fri Nov 17 05:02:46 +0000 2017,2597898,delivery_issue
170,2599088,"@AmazonHelp I received the notification about my order being cancelled (major disappointment), and some confusing email about faxing in my bank statement(?) to unfreeze my account. Not sure about any ""specialist"", all I know is the people on the phone when i called were completely useless.",Fri Nov 17 06:39:40 +0000 2017,2599089,account_access
171,2602169,"Purchased an Echo on Amazon India. Well sealed, looked brand new but when I tried to register my email ID and Cell No, through the App, I realised it had been used. Called the Pre-registered No and the individual confirmed he had returned the piece. Feel cheated. #amazonindia",Fri Nov 17 09:27:59 +0000 2017,2602168,general_unclear
172,2612246,"@117086 olar
vai ter promoção de frete grátis na época do natal/virada do ano?",Fri Nov 17 12:12:06 +0000 2017,2612245,general_unclear
173,2614120,"@AmazonHelp Mais sur mon annonce y'a écrit ""en transit"" il peut toujours arriver non ?",Fri Nov 17 13:32:57 +0000 2017,2614122,delivery_issue
174,2615105,"@115830 Just found out I've had Prime for 3 months.  I didn't sign up and haven't used it, how is this possible?",Fri Nov 17 13:57:50 +0000 2017,2615103,prime_issue
175,2615171,"@AmazonHelp hi, who can I speak with to make a complaint about an order made via primer which hasn't been delivered on time and I'm advised by a courier who delivered half an order that it will now not be delivered on time?",Fri Nov 17 13:44:31 +0000 2017,2615169,delivery_issue
176,2634847,"Blaady @115850. I've had Prime Music on my Echo for past 2 weeks. Now they yank it out and say ""coming soon..."" I don't get how I can have Prime Video but no Prime Music. BTW Saavn is a poor substitute since it keeps defaulting to bloody Hindi music for stations. #fwprant #fb",Fri Nov 17 18:54:37 +0000 2017,2634846,prime_issue
177,2668698,"@AmazonHelp Random £7.99 charge today, just been told it's an ""authorization charge"" and will be refunded.. what's this all about? https://t.co/LUVgEq4KBZ",Sun Nov 19 10:32:10 +0000 2017,2668696,payment_issue
178,2710413,"@AmazonHelp  I have Prime Video. I subscribe to HBO through my cable provider.
Is there a way to access HBO through Prime Video based on that subscription?",Sun Nov 26 22:32:07 +0000 2017,2710412,prime_issue
179,2714114,"@AmazonHelp Yes, it was supposed to come in today by 8pm and now it’s expected delivery is  November 20-21",Mon Nov 20 04:14:35 +0000 2017,2714113,delivery_issue
180,2756740,アマゾン早い https://t.co/qpMV0c09ps,Tue Nov 21 02:32:45 +0000 2017,2756739,thank_you
181,2766934,"@AmazonHelp Order status is ""Refund issued"". Not contacted as yet (other than on here!).",Tue Nov 21 10:53:33 +0000 2017,2766936,refund_return
182,2795360,@AmazonHelp Called and got hung up on Smh  @115821,Wed Nov 22 03:02:10 +0000 2017,2795361,general_unclear
183,2814477,"これ詐欺かな？？
Amazonが送ってくるにしちゃ雑すぎるよな。
そもそも動画見てないし https://t.co/WXGd4mUwKk",Mon Nov 27 02:03:03 +0000 2017,2814476,general_unclear
184,2817784,"届いた(^○^)
Amazonは便利だなぁ(^○^) https://t.co/PdWNHCCnGa",Mon Nov 27 04:33:25 +0000 2017,2817783,thank_you
185,2821062,@AmazonHelp Contact customer service about a harrassment issue?,Mon Nov 27 07:06:08 +0000 2017,2821061,general_unclear
186,2822416,@115850 i just bought lenovo k8 note....u gave me wrong information regarding the schemes came wd this phone....i call it cheating,Mon Nov 27 07:25:14 +0000 2017,2822415,general_unclear
187,2829466,"Die Ersatzlieferung für das beschädigte Buch ist da. Natürlich genauso beschissen verpackt. (Sollte ja inzwischen bekannt sein wie “Logistikpartner” die Pakete behandeln 🙄) 

Geht auch gleich zurück, diesmal mit Erstattung.  Dann halt nicht. @116316",Mon Nov 27 12:22:07 +0000 2017,2829464,item_damaged
188,2849082,"@AmazonHelp The cancellation link sent me to a letter which I had to print and send to Luxembourg. Really not helpful, and unfair to expect your customer to have to go through all this faff for something I never wanted.",Mon Nov 27 19:34:14 +0000 2017,2849084,refund_return
189,2870604,Wtf @115821 the past 4 things I’ve ordered as a prime member with “free 2 day shipping” have arrived 4+ days later,Tue Nov 28 02:33:41 +0000 2017,2870603,delivery_issue
190,2872483,@AmazonHelp Do u have working phones!??? Y dont u call me up. No email recieved. #AmazonIndia #patheticserviceamazon,Tue Nov 28 03:41:24 +0000 2017,2872485,general_unclear
191,2883449,"""Votre colis sera livré aujourd'hui"", ce genre de message de la part d'@120533 https://t.co/VkO7Rtadnk",Tue Nov 28 10:12:31 +0000 2017,2883448,delivery_issue
192,2891942,. @120533 meilleur service client qui soit !! Je vous aime tendrement. Sachez le ! https://t.co/wqxgNUEDy5,Tue Nov 28 14:46:00 +0000 2017,2891941,thank_you
193,2928410,"@AmazonHelp Its done, plz listen the call &amp; Charan doesn't deserve in customer servicing, such miscnonduct &amp; unethetical version is  not acceptable at all from any of the Chap.",Wed Nov 29 06:00:22 +0000 2017,2928412,general_unclear
194,2928918,"@AmazonHelp I am on hold with UPS. I received notice from UPS my package was delivered and Amazon shows the same tracking info as UPS. Since the delivery says it was made at 9:30 at NIGHT, it seems like a UPS issue. Thank you for your quick reply!",Wed Nov 29 06:00:33 +0000 2017,2928917,delivery_issue
195,2950707,"Why is my prime 2 day shipping now saying if I order I can get my stuff on Monday. They want me to pay extra to get it in ""1 day"" on Friday. The fuck am I paying for prime for? Every time I hear how rich Bezos is the worse Amazon gets.",Wed Nov 29 17:15:49 +0000 2017,2950706,delivery_issue
196,2964117,"Come on @115850 gift me at least once in any of your contest #AmazonPayQuiz ,let this prime subscription worth it.☺️",Wed Nov 29 21:22:29 +0000 2017,2964116,general_unclear
197,2973892,Amazonから詐欺メール来たわ https://t.co/yOcRWcfjI9,Thu Nov 30 01:47:30 +0000 2017,2973891,general_unclear
198,2976586,@115850 amazon prime sucks ! I think I am better off without it !,Thu Nov 30 02:33:14 +0000 2017,2976585,prime_issue
199,2983262,あれ？アマゾン代引きでしか買ってないのになんで代引きじゃないのがヤマトからくるの？え？,Mon Nov 20 11:22:34 +0000 2017,2983261,general_unclear
200,2983715,Does @115850 pass mobile numbers of customers to sellers ? Hate getting multiple calls from a seller called nimble house under guise of welcome call !,Thu Nov 30 05:15:30 +0000 2017,2983714,general_unclear
